209.0,433.0,1.694508179694E9
205.0,428.0,1.694508179708E9
202.0,425.0,1.694508179713E9
200.0,420.0,1.694508179721E9
197.0,414.0,1.694508179729E9
194.0,407.0,1.694508179737E9
192.0,399.0,1.6945081797450001E9
190.0,390.0,1.694508179753E9
190.0,381.0,1.694508179761E9
188.0,370.0,1.69450817977E9
188.0,359.0,1.694508179776E9
188.0,348.0,1.694508179787E9
189.0,337.0,1.694508179792E9
191.0,324.0,1.694508179807E9
193.0,312.0,1.694508179808E9
197.0,299.0,1.694508179819E9
202.0,286.0,1.6945081798240001E9
208.0,275.0,1.694508179832E9
213.0,264.0,1.6945081798400002E9
219.0,253.0,1.6945081798470001E9
226.0,243.0,1.694508179855E9
232.0,234.0,1.694508179863E9
240.0,225.0,1.694508179871E9
248.0,217.0,1.694508179879E9
257.0,209.0,1.694508179887E9
265.0,203.0,1.694508179895E9
275.0,196.0,1.694508179903E9
285.0,192.0,1.69450817991E9
297.0,187.0,1.69450817992E9
308.0,183.0,1.694508179926E9
320.0,180.0,1.694508179936E9
335.0,176.0,1.6945081799420002E9
347.0,175.0,1.6945081799520001E9
366.0,170.0,1.694508179958E9
389.0,167.0,1.69450817997E9
399.0,166.0,1.694508179974E9
416.0,165.0,1.694508179981E9
435.0,163.0,1.694508179989E9
452.0,162.0,1.694508179997E9
469.0,160.0,1.694508180005E9
485.0,160.0,1.694508180013E9
500.0,160.0,1.6945081800210001E9
515.0,161.0,1.694508180029E9
529.0,163.0,1.694508180037E9
539.0,165.0,1.694508180045E9
554.0,170.0,1.694508180053E9
564.0,175.0,1.694508180061E9
574.0,181.0,1.69450818007E9
580.0,185.0,1.694508180076E9
586.0,190.0,1.6945081800870001E9
593.0,197.0,1.694508180093E9
598.0,203.0,1.694508180103E9
603.0,210.0,1.694508180108E9
607.0,218.0,1.694508180119E9
611.0,226.0,1.6945081801230001E9
613.0,232.0,1.694508180135E9
615.0,238.0,1.69450818014E9
617.0,250.0,1.694508180148E9
617.0,254.0,1.694508180173E9
620.0,282.0,1.694508180175E9
620.0,289.0,1.694508180182E9
620.0,297.0,1.6945081801890001E9
620.0,305.0,1.694508180195E9
619.0,322.0,1.694508180203E9
617.0,330.0,1.694508180211E9
616.0,336.0,1.69450818022E9
611.0,351.0,1.694508180227E9
609.0,355.0,1.694508180236E9
605.0,363.0,1.694508180243E9
602.0,370.0,1.694508180253E9
598.0,377.0,1.694508180259E9
594.0,385.0,1.694508180269E9
591.0,391.0,1.694508180274E9
587.0,397.0,1.694508180284E9
587.0,397.0,1.6945081804980001E9
