680.0,547.0,1.694509781028E9
686.0,541.0,1.694509781205E9
695.0,530.0,1.69450978121E9
714.0,509.0,1.694509781229E9
724.0,497.0,1.694509781237E9
746.0,469.0,1.694509781252E9
753.0,459.0,1.694509781259E9
764.0,439.0,1.694509781274E9
768.0,428.0,1.694509781284E9
776.0,407.0,1.694509781296E9
778.0,398.0,1.6945097813040001E9
779.0,390.0,1.694509781316E9
780.0,373.0,1.694509781328E9
780.0,363.0,1.694509781333E9
777.0,351.0,1.6945097813400002E9
773.0,341.0,1.694509781348E9
762.0,319.0,1.694509781363E9
756.0,311.0,1.694509781363E9
740.0,290.0,1.6945097813830001E9
716.0,261.0,1.694509781395E9
706.0,247.0,1.694509781411E9
694.0,235.0,1.694509781415E9
681.0,219.0,1.694509781415E9
658.0,197.0,1.694509781426E9
647.0,191.0,1.6945097814420002E9
634.0,187.0,1.694509781458E9
620.0,184.0,1.694509781458E9
605.0,184.0,1.694509781468E9
580.0,185.0,1.694509781482E9
569.0,185.0,1.69450978149E9
554.0,187.0,1.6945097814980001E9
529.0,190.0,1.694509781505E9
506.0,195.0,1.6945097815210001E9
494.0,200.0,1.694509781536E9
468.0,224.0,1.694509781552E9
432.0,265.0,1.694509781565E9
414.0,287.0,1.69450978158E9
388.0,339.0,1.694509781588E9
370.0,384.0,1.694509781602E9
363.0,404.0,1.6945097816100001E9
354.0,429.0,1.694509781624E9
350.0,440.0,1.694509781632E9
346.0,450.0,1.69450978164E9
342.0,464.0,1.694509781655E9
340.0,467.0,1.694509781665E9
340.0,469.0,1.6945097816690001E9
339.0,472.0,1.694509781685E9
338.0,473.0,1.694509781695E9
338.0,475.0,1.694509781695E9
338.0,475.0,1.69450978171E9
