588.0,751.0,1.697008925723E9
588.0,751.0,1.6970089262220001E9
588.0,751.0,1.697008926231E9
588.0,751.0,1.697008926242E9
588.0,751.0,1.69700892625E9
588.0,751.0,1.6970089262580001E9
588.0,751.0,1.697008926266E9
588.0,751.0,1.697008926278E9
588.0,751.0,1.697008926286E9
588.0,752.0,1.6970089262940001E9
588.0,751.0,1.697008926302E9
588.0,751.0,1.69700892631E9
588.0,751.0,1.697008926322E9
588.0,751.0,1.69700892633E9
588.0,751.0,1.697008926338E9
588.0,751.0,1.697008926346E9
588.0,751.0,1.697008926358E9
588.0,752.0,1.697008926366E9
588.0,752.0,1.697008926374E9
588.0,752.0,1.697008926382E9
588.0,751.0,1.697008926394E9
588.0,751.0,1.697008926402E9
588.0,751.0,1.69700892641E9
587.0,751.0,1.697008926418E9
585.0,750.0,1.697008926426E9
581.0,749.0,1.697008926438E9
575.0,746.0,1.697008926446E9
568.0,742.0,1.697008926454E9
559.0,736.0,1.6970089264620001E9
548.0,728.0,1.697008926474E9
535.0,717.0,1.697008926482E9
521.0,702.0,1.69700892649E9
506.0,685.0,1.697008926499E9
490.0,663.0,1.697008926506E9
472.0,638.0,1.6970089265180001E9
455.0,608.0,1.697008926526E9
438.0,573.0,1.697008926534E9
423.0,535.0,1.697008926542E9
409.0,495.0,1.69700892655E9
397.0,452.0,1.697008926562E9
389.0,409.0,1.69700892657E9
384.0,366.0,1.697008926578E9
383.0,324.0,1.6970089265900002E9
386.0,285.0,1.697008926598E9
392.0,250.0,1.697008926606E9
401.0,220.0,1.697008926614E9
413.0,195.0,1.697008926622E9
427.0,177.0,1.697008926634E9
445.0,165.0,1.697008926642E9
464.0,160.0,1.69700892665E9
485.0,161.0,1.697008926658E9
508.0,168.0,1.697008926667E9
532.0,180.0,1.697008926678E9
558.0,197.0,1.697008926686E9
583.0,220.0,1.697008926694E9
609.0,246.0,1.6970089267020001E9
635.0,277.0,1.69700892671E9
659.0,310.0,1.6970089267220001E9
683.0,346.0,1.697008926729E9
706.0,382.0,1.697008926737E9
726.0,418.0,1.697008926749E9
745.0,452.0,1.697008926757E9
762.0,481.0,1.697008926766E9
776.0,507.0,1.697008926774E9
787.0,529.0,1.697008926786E9
796.0,545.0,1.6970089267940001E9
802.0,557.0,1.697008926802E9
806.0,565.0,1.69700892681E9
808.0,568.0,1.697008926822E9
809.0,569.0,1.697008926829E9
809.0,569.0,1.697008926838E9
808.0,568.0,1.697008926846E9
807.0,566.0,1.697008926853E9
806.0,564.0,1.697008926865E9
805.0,563.0,1.6970089268730001E9
804.0,562.0,1.697008926881E9
803.0,561.0,1.69700892689E9
803.0,561.0,1.697008926902E9
803.0,561.0,1.69700892691E9
803.0,561.0,1.697008926918E9
804.0,561.0,1.697008926926E9
804.0,561.0,1.697008926938E9
805.0,562.0,1.697008926946E9
806.0,562.0,1.697008926954E9
807.0,563.0,1.6970089269620001E9
808.0,564.0,1.69700892697E9
809.0,564.0,1.697008926982E9
809.0,564.0,1.69700892699E9
810.0,564.0,1.6970089269980001E9
810.0,565.0,1.697008927006E9
810.0,565.0,1.697008927019E9
810.0,565.0,1.697008927026E9
810.0,565.0,1.697008927034E9
810.0,565.0,1.697008927042E9
810.0,565.0,1.6970089270540001E9
810.0,565.0,1.697008927062E9
810.0,565.0,1.69700892707E9
810.0,565.0,1.697008927078E9
810.0,565.0,1.697008927086E9
810.0,565.0,1.697008927098E9
810.0,565.0,1.697008927106E9
810.0,565.0,1.697008927114E9
810.0,565.0,1.697008927122E9
810.0,565.0,1.697008927134E9
810.0,565.0,1.697008927142E9
810.0,565.0,1.69700892715E9
810.0,565.0,1.697008927158E9
810.0,565.0,1.69700892717E9
810.0,565.0,1.697008927178E9
810.0,565.0,1.697008927186E9
810.0,565.0,1.697008927194E9
810.0,565.0,1.6970089272020001E9
810.0,565.0,1.697008927214E9
810.0,565.0,1.6970089272220001E9
810.0,565.0,1.697008927229E9
810.0,565.0,1.697008927237E9
810.0,565.0,1.69700892725E9
810.0,565.0,1.6970089272580001E9
810.0,565.0,1.697008927267E9
810.0,565.0,1.697008927274E9
