460.0,483.0,1.694513711427E9
456.0,473.0,1.694513711611E9
444.0,437.0,1.694513711626E9
437.0,408.0,1.694513711634E9
426.0,353.0,1.694513711648E9
422.0,312.0,1.6945137116560001E9
421.0,297.0,1.694513711672E9
422.0,275.0,1.694513711688E9
424.0,258.0,1.694513711701E9
428.0,249.0,1.694513711709E9
438.0,230.0,1.694513711723E9
452.0,211.0,1.694513711741E9
473.0,192.0,1.694513711753E9
485.0,183.0,1.694513711761E9
506.0,169.0,1.694513711776E9
517.0,164.0,1.694513711785E9
528.0,159.0,1.694513711797E9
540.0,154.0,1.694513711797E9
550.0,152.0,1.694513711798E9
570.0,152.0,1.6945137118140001E9
592.0,155.0,1.69451371183E9
614.0,162.0,1.694513711846E9
633.0,171.0,1.694513711861E9
650.0,181.0,1.694513711877E9
670.0,193.0,1.6945137118930001E9
685.0,206.0,1.69451371191E9
692.0,213.0,1.694513711918E9
705.0,236.0,1.694513711933E9
715.0,263.0,1.694513711947E9
720.0,279.0,1.694513711957E9
725.0,303.0,1.69451371197E9
727.0,317.0,1.694513711977E9
730.0,338.0,1.694513711992E9
732.0,349.0,1.694513711999E9
732.0,357.0,1.694513712006E9
734.0,375.0,1.694513712023E9
734.0,383.0,1.694513712033E9
736.0,389.0,1.69451371204E9
736.0,397.0,1.694513712051E9
736.0,403.0,1.6945137120670002E9
736.0,407.0,1.694513712082E9
736.0,410.0,1.694513712082E9
736.0,411.0,1.694513712104E9
736.0,412.0,1.694513712121E9
736.0,413.0,1.694513712134E9
736.0,414.0,1.6945137121460001E9
736.0,415.0,1.694513712147E9
736.0,415.0,1.694513712162E9
736.0,415.0,1.694513712162E9
